bukrs	butxt	swerk	name1	stort	ktext	wapinr	stat_sys	stat_cus	priokx	tplnr	pltxt	tsdate	tstime	tfdate	tftime	txt_short	txt_long
4200 	Ф-л Кузбассэнерго        	4200	Ф-л «Кузбассэнерго»           	4200000000	Исполнительный аппарат - Кузбассэнерго-Р	100001321462	ПОДГ                                    	РАЗР ОТКР                               	Неплановая          	US000-002427-05               	Помещение ЦУС (каб. 403)                	20230201	000000	20230228	000000	Настройка ПК "Котми 14" в ЦУС.          	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210020100	Яйский РЭС                              	100001325747	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00030723                	ВЛ 0,4 кВ ф.2 от ТП-Я-014               	20230302	100000	20230302	170000	Замена опор на ВЛ-0,4 кВ                	* 15.02.2023 11:28:41 UTC+7 (PETROV_SI) Тел. (38441)2-49-00 774-252 * Отключить АВ-0,4 кВ Ф-2 от ТП-Я-014 Установить КШЗ на опоре №1 Ф-2 от ТП-Я-014 Установить КШЗ на месте работ Отправлена ТФ № 37 об отключении э/энергии. В Адм Яя, ЕДДС Яя,Энергосбыт                                                                                                                                                                                                                                                         
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230020700	Рубцовский РЭС                          	100001324467	ПОДГ                                    	РАЗР ОТКР                               	Плановая            	PS110-000184-01               	Т-1                                     	20230210	140000	20230310	000000	в связи с высоким напряжением           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210020100	Яйский РЭС                              	100001325749	ПОДГ                                    	РАЗР                                    	Плановая            	TP010-0027188                 	ТП-Я-011                                	20230302	120000	20230302	160000	 Текущий ремонт оборудования ТП         	* 15.02.2023 11:43:20 UTC+7 (PETROV_SI) Тел. (38441)2-49-00 774-252 * Отключить АВ-0,4 кВ Ф-1 от ТП-Я-011 Отключить руб0,4 кВ Т-1 ТП-Я-011 Отключить ЛР-10 кВ ТП-Я-011 Включить ЗН на ЛР-10 кВ ТП-Я-011 в ст. ТП Установить КШЗ на опоре №1 Ф-1 от ТП-Я-011 Отправлена ТФ № 38 об отключении э/энергии в Адм Яя, ЕДДС Яя, энергосбыт                                                                                                                                                                                
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210020100	Яйский РЭС                              	100001325746	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00030723                	ВЛ 0,4 кВ ф.2 от ТП-Я-014               	20230301	100000	20230301	170000	Замена опор на ВЛ-0,4 кВ                	* 15.02.2023 11:21:29 UTC+7 (PETROV_SI) Тел. (38441)2-49-00 774-252 * Отключить АВ-0,4 кВ Ф-2 от ТП-Я-014 Установит КШЗ на опоре №1 Ф-2 от ТП-Я-014 Установит КШЗ на месте работ Отправлена ТФ № 37 об отключении э/энергии. В Адм Яя, ЕДДС Яя,Энергосбыт                                                                                                                                                                                                                                                           
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210020100	Яйский РЭС                              	100001325748	ПОДГ                                    	РАЗР                                    	Плановая            	TP010-0027184                 	ТП-Я-007                                	20230301	120000	20230301	160000	 Текущий ремонт оборудования ТП         	* 15.02.2023 11:36:05 UTC+7 (PETROV_SI) Тел. (38441)2-49-00 774-252 * Отключить руб-0,4 кВ Ф-1 от ТП-Я-007 Отключить руб-0,4 кВ Т-1 ТП-Я-007 Отключить ЛР-10 кВ ТП-Я-007 Установить КШЗ на шлейфа между ЛР-10 кВ ТП-Я-007 и ТП-Я-007 Установить КШЗ на опоре №1 Ф-1 от ТП-Я-007 Отправлена ТФ № 38 об отключении э/энергии в Адм Яя, ЕДДС Яя, энергосбыт                                                                                                                                                            
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230020900	Шипуновский РЭС                         	100001321113	ПОДГ                                    	РАЗР                                    	Плановая            	Z0010029-005                  	Крыша и кровельное покрытие             	20230228	090000	20230228	180000	                                        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230020900	Шипуновский РЭС                         	100001321111	ПОДГ                                    	РАЗР                                    	Плановая            	Z0010029-004                  	Перекрытия                              	20230228	090000	20230228	180000	                                        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230020900	Шипуновский РЭС                         	100001321110	ПОДГ                                    	РАЗР                                    	Плановая            	Z0010029-003                  	Перегородки                             	20230228	090000	20230228	180000	                                        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210021100	Городской РЭС                           	100001312715	ПОДГ                                    	РАСС                                    	Плановая            	RP010-0000526-14-01-40-75-04  	ТН-10 1с                                	20221219	100000	20230228	200000	КР с заменой ТН-10 1с                   	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230000000	Западные Э/С                            	100001324286	ПОДГ                                    	РАЗР ОТКР                               	Плановая            	PS110-000907-02               	Силовой трансформатор №2                	20230210	130000	20230310	150000	Заявка потребителя. Т-2 в резерв        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230000000	Западные Э/С                            	100001324285	ПОДГ                                    	РАЗР ОТКР                               	Аварийная           	VS006-0001475                 	Л: 8 от ПС: ПС-104 АСМ                  	20230210	124500	20230310	150000	Аварийный ремонт Л-104-8 (АСМ-Запчасть) 	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230020600	Поспелихинский РЭС                      	100001325584	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00005176                	ВЛ-0,4 кВ ф.1 от ТП-41-5-1              	20230301	090000	20230301	180000	оп № 2-3 Верховой осмотр                	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2260	Северо-Восточные Э/С          	2260020500	Первомайский РЭС                        	100001323010	ПОДГ                                    	РАЗР                                    	Плановая            	TP010-0014949                 	ТП-45-7-2                               	20230301	100000	20230301	170000	устранение дефектов ТВК                 	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2230	Западные Э/С                  	2230021200	Курьинский РЭС                          	100001325290	ПОДГ                                    	РАЗР                                    	Плановая            	VS010-0000817-002             	оп.147 - оп.201                         	20230302	100000	20230302	180000	Регулир.стрелы провесаоп. 148, оп. 201, 	* 15.02.2023 14:38:54 UTC+7 (DISPJESKUR) Тел. (385-76) 22-5-04 28-152 * Регулировка стрелы провеса провода оп. 148, оп. 201, оп.1/12, оп.1/13, оп. 3/12.                                                                                                                                                                                                                                                                                                                                                            
2200 	Ф-л Алтайэнерго          	2260	Северо-Восточные Э/С          	2260020500	Первомайский РЭС                        	100001323375	ПОДГ                                    	РАЗР                                    	Плановая            	TP010-0014823                 	ТП-26-2-7                               	20230302	100000	20230302	170000	т. р : замена силикагель                	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4220	Центральные э/с               	4220020200	Гурьевский РЭС                          	100001328019	ПОДГ                                    	РАЗР                                    	Неплановая          	VS006-0000379                 	Ф-6-4-Г                                 	20230302	100000	20230302	180000	Заявка потребителя, для безопасности    	* 20.02.2023 16:34:49 UTC+7 (BEKKER_LN) * Заявка потребителя подана с нарушением сроков в связи с невозможностью предвидеть работу заранее                                                                                                                                                                                                                                                                                                                                                                          
2200 	Ф-л Алтайэнерго          	2240	Кулундинские Э/С              	2240020500	Родинский РЭС                           	100001327920	ПОДГ                                    	РАСС                                    	Плановая            	PS110-000194-02               	Т-2                                     	20230302	090000	20230302	173000	проверка ОД-110,КЗ-110                  	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5520	Западные э/с                  	5520020300	Крутинский РЭС                          	100001322080	ПОДГ ЗАКР                               	РАЗР                                    	Плановая            	VS010-0002642                 	ЯМ-4_с. Яман                            	20230215	080000	20230228	170000	выправка опор                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020800	Тевризский РЭС                          	100001325912	ПОДГ                                    	РАЗР                                    	Неплановая          	VS010-0002437                 	БШ-12_с. Бакшеево                       	20230302	090000	20230302	170000	БШ-12_с. Бакшеево                       	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0300 	Ф-л Бурятэнерго          	0330	Южные Э/С                     	0330020200	Гусиноозерский РЭС                      	100001316718	ПОДГ ЗАКР                               	РАСС СНЯТ                               	Неплановая          	PS035-000078-14-02-201-10     	 В-10-2Т                                	20230126	080000	20240126	170000	 В-10-2Т долив масла                    	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5520	Западные э/с                  	5520020900	Полтавский РЭС                          	100001325669	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00060830                	ВЛ-0,4 кВ ф.1 от ТП-3 МС-26             	20230302	090000	20230302	180000	Замена ПЭТ колпачков. ремонт КЗ.        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
1900 	Ф-л Хакасэнерго          	1910	Саянские э/с                  	1910020500	Таштыпский РЭС                          	100001325911	ПОДГ                                    	РАЗР                                    	Плановая            	TP010-0006447                 	ТП-88-05-06                             	20230228	090000	20230228	170000	ТП 88-05-06 вывод в ремонт              	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0300 	Ф-л Бурятэнерго          	0330	Южные Э/С                     	0330020200	Гусиноозерский РЭС                      	100001324523	ПОДГ                                    	РАСС                                    	Плановая            	VS006-0000824                 	ВЛ-6 кВ Г-12 "ГРЭС-1"                   	20230228	100000	20230228	180000	ВЛ-6 кВ Г-12 "ГРЭС-1"                   	* 10.02.2023 10:04:47 UTC+7 (VOROBEVA_TM) * Для демонтожа незадействованной линии                                                                                                                                                                                                                                                                                                                                                                                                                                   
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020800	Тевризский РЭС                          	100001322159	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065895                	ВЛ-0,4 кВ от ТП-БШ-12-3 ф.№3            	20230301	090000	20230301	170000	ВЛ-0,4 кВ от ТП-БШ-12-3 ф.№3            	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0300 	Ф-л Бурятэнерго          	0330	Южные Э/С                     	0330020200	Гусиноозерский РЭС                      	100001324533	ПОДГ                                    	РАСС                                    	Плановая            	VS006-0000868                 	ВЛ-6 кВ Г-26 "ГРЭС-2"                   	20230228	100000	20230228	180000	ВЛ-6 кВ Г-26 "ГРЭС-2                    	* 10.02.2023 10:31:39 UTC+7 (VOROBEVA_TM) * Для БВР на ВЛ-6кВф.ГРЭС-1                                                                                                                                                                                                                                                                                                                                                                                                                                               
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020800	Тевризский РЭС                          	100001322160	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065895                	ВЛ-0,4 кВ от ТП-БШ-12-3 ф.№3            	20230302	090000	20230302	170000	ВЛ-0,4 кВ от ТП-БШ-12-3 ф.№3            	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0300 	Ф-л Бурятэнерго          	0330	Южные Э/С                     	0330020200	Гусиноозерский РЭС                      	100001324578	ПОДГ                                    	РАСС                                    	Плановая            	VN004-00087659                	ВЛ-0,4 кВ от ТП-379 ф.2                 	20230228	100000	20230228	180000	ВЛ-0,4кВ .2 от ТП-379                   	* 10.02.2023 20:40:35 UTC+7 (NEZJEVL_SV) * Для регулировки провода в пр.оп.№5/2-5/3.                                                                                                                                                                                                                                                                                                                                                                                                                                
5500 	Ф-л Омскэнерго           	5510	Восточные э/с                 	5510020300	Калачинский РЭС                         	100001307729	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00050081                	ВЛ-0,4 кВ ф.2 от ТП-ОРЛ-1-4             	20230228	100000	20230228	170000	выполнение техн.присоединения           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210020300	Кемеровский РЭС                         	100001322069	ПОДГ                                    	РАЗР ОТКР                               	Неплановая          	RZ110-000479-801-002          	АЧР                                     	20230201	000000	20230228	000000	Устранение неисправности МП терминала   	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2400 	Ф-л Красноярскэнерго     	2470	Северные э/с                  	2470020100	Казачинский РЭС                         	100001328020	РИЗМ                                    	РАЗР                                    	Плановая            	VS010-0007096                 	ВЛ 10 кВ ф. 26-01 с. Новотроицкое       	20230302	103000	20230302	170000	Уборка угрожающего дерева               	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5510	Восточные э/с                 	5510020300	Калачинский РЭС                         	100001316331	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00049967                	ВЛ-0,4 кВ ф.1 от ТП-В-4-4               	20230228	100000	20230228	140000	 брезка крон                            	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322265	ПОДГ                                    	РАЗР                                    	Плановая            	VS010-0002286                 	П-2_с. Пологрудово - д. Сеитово         	20230228	100000	20230228	170000	П-2_с. Пологрудово - д. Сеитово         	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2400 	Ф-л Красноярскэнерго     	2440	Красноярские э/с              	2440020200	Октябрьский РЭС                         	100001327774	ПОДГ                                    	РАЗР                                    	Плановая            	TP010-0022507-14-01           	Система шин 1                           	20230302	090000	20230302	170000	Кап ремонт ЗТП                          	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2240	Кулундинские Э/С              	2240020400	Кулундинский РЭС                        	100001325942	ПОДГ                                    	РАСС                                    	Плановая            	TP010-0012052                 	ТП-24-3-18                              	20230301	100000	20230301	170000	Замена АВ-0,4кВФ3                       	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
0300 	Ф-л Бурятэнерго          	0330	Южные Э/С                     	0330020100	Бичурский РЭС                           	100001315291	ПОДГ ЗАКР                               	РАСС                                    	Неплановая          	PS035-000076-14-01-401-75-04  	ТН-10-1                                 	20230124	080000	20240124	170000	 ТН-10-1Т монтаж                        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2200 	Ф-л Алтайэнерго          	2240	Кулундинские Э/С              	2240020400	Кулундинский РЭС                        	100001327777	ПОДГ                                    	РАСС                                    	Плановая            	VN004-00008654                	ВЛ-0,4 кВ ф.2 от ТП-4-7-10              	20230302	100000	20230302	170000	Установка ВЩУ                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322268	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065700                	ВЛ-0,4 кВ от ТП-Т-4-104 ф.1             	20230301	090000	20230301	170000	ВЛ-0,4 кВ от ТП-Т-4-104 ф.1             	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322275	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065512                	ВЛ-0,4 кВ от ТП-Т-4-63 ф.1              	20230301	090000	20230301	170000	ВЛ-0,4 кВ от ТП-Т-4-63 ф.1              	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322458	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065656                	ВЛ-0,4 кВ от ТП-Тл-10-1 ф.1             	20230301	090000	20230301	170000	ВЛ-0,4 кВ от ТП-Тл-10-1 ф.1             	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322269	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065700                	ВЛ-0,4 кВ от ТП-Т-4-104 ф.1             	20230302	090000	20230302	170000	ВЛ-0,4 кВ от ТП-Т-4-104 ф.1             	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322276	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065512                	ВЛ-0,4 кВ от ТП-Т-4-63 ф.1              	20230302	090000	20230302	170000	ВЛ-0,4 кВ от ТП-Т-4-63 ф.1              	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
5500 	Ф-л Омскэнерго           	5530	Северные э/с                  	5530020700	Тарский РЭС                             	100001322459	ПОДГ                                    	РАЗР                                    	Плановая            	VN004-00065656                	ВЛ-0,4 кВ от ТП-Тл-10-1 ф.1             	20230302	090000	20230302	170000	ВЛ-0,4 кВ от ТП-Тл-10-1 ф.1             	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210021100	Городской РЭС                           	100001318036	ПОДГ ЗАКР                               	РАЗР                                    	Плановая            	PS110-000480-14-04-009-10     	В-10 ф-10-38 РП-47                      	20230201	000000	20230228	200000	ТР, ПК, В/в исп. В-10 Ф. 10-38-РП-47    	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210021100	Городской РЭС                           	100001318015	ПОДГ ЗАКР                               	РАЗР                                    	Плановая            	PS110-000480-14-02-004-10     	В-10 ф-10-24-РП-38                      	20230201	000000	20230228	200000	ТР, ПК, в/в испыт В-10 Ф. 10-24-РП-38   	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
4200 	Ф-л Кузбассэнерго        	4210	Северо-Восточные э/с          	4210021100	Городской РЭС                           	100001318019	ПОДГ ЗАКР                               	РАЗР                                    	Плановая            	PS110-000480-14-02-005-10     	В-10 ф-10-26-К                          	20230201	000000	20230228	200000	ТР, ПК, в/в испыт.  В-10 Ф. 10-26-К     	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
